0,1.222510,1625
1,1.362043,1625
2,1.548110,2150
3,0.816301,1550
4,2.180835,2200
5,1.861609,1850
6,1.264848,1950
7,1.222744,1575
8,1.228166,2050
9,1.782034,1675
10,3.568060,2400
11,2.590413,2050
12,1.669385,2000
13,2.012966,2150
14,3.034964,2450
15,1.703311,2100
16,1.077879,1800
17,2.167060,1700
18,1.871409,2000
19,1.678655,1900
20,1.159606,1900
21,2.354016,2175
22,1.641096,1950
23,2.154119,2550
24,2.188395,1875
25,1.627206,2225
26,1.681486,2150
27,1.657989,2050
28,3.152562,2125
29,1.647074,1675
30,2.580564,2000
31,2.503655,1900
32,1.687446,1925
33,2.782949,2200
34,2.032798,2075
35,2.199494,2000
36,2.444424,1825
37,2.583307,1750
38,1.371656,2000
39,1.440366,1900
40,1.940542,2075
41,3.130962,2075
42,1.168202,1925
43,2.350760,2000
44,1.287729,2100
45,1.468727,1600
46,1.672851,2025
47,4.087149,1900
48,1.051571,1875
49,1.607254,2825
50,1.668000,2350
51,2.265745,2225
52,2.148555,1975
53,1.596997,2025
54,1.822685,1975
55,1.141334,1625
56,4.319357,2000
57,3.058049,1950
58,1.985619,1875
59,2.242890,2050
60,2.357108,2425
61,1.781223,1850
62,3.677674,2400
63,2.050008,2275
64,2.623628,2125
65,3.590761,2275
66,1.629150,2725
67,3.924878,1975
68,2.415500,2025
69,2.437449,2500
70,1.844165,2125
71,2.603932,2525
72,3.036545,2150
73,2.306181,2075
74,1.799780,2175
75,2.763028,2175
76,1.899926,2325
77,2.907606,2175
78,2.009202,2025
79,2.172054,2475
80,2.011559,2200
81,3.269377,2250
82,3.534126,1950
83,3.843271,2225
84,2.527726,1900
85,1.727635,2050
86,1.591822,1975
87,1.738144,2375
88,2.745192,2350
89,3.874283,2125
90,3.099646,2200
91,1.396699,1950
92,2.187620,2225
93,1.934758,2500
94,2.810869,2725
95,1.998107,2850
96,2.500851,2375
97,2.997954,2400
98,2.644120,2475
99,2.082216,2350
100,2.794217,2325
101,3.096470,2275
102,1.555589,2300
103,1.758452,2000
104,2.467963,2725
105,3.940252,2575
106,2.253885,3200
107,1.962924,2375
108,2.499178,2275
109,2.293211,2175
110,3.606929,2475
111,1.137850,2275
112,1.505806,2175
113,4.051951,2425
114,2.274110,2050
115,2.543818,2575
116,3.509089,1850
117,3.534792,2525
118,2.574905,2800
119,3.092759,2250
120,2.093211,2200
121,1.789236,2450
122,2.931154,2550
123,1.714850,2675
124,1.835015,2350
125,1.262662,2325
126,3.692863,2250
127,1.394251,2800
128,3.144268,3600
129,2.344727,2675
130,2.051363,3000
131,2.207340,2725
132,2.126353,3025
133,4.991713,4125
134,7.178690,2575
135,4.663540,2500
136,2.835891,2925
137,1.594231,2850
138,1.867999,2675
139,3.439694,2975
140,3.032508,3075
141,2.397750,2900
142,2.371860,3300
143,1.581079,3525
144,2.663779,3000
145,4.645620,3025
146,2.136817,2850
147,2.809527,3975
148,5.127214,3375
149,2.841477,3125
150,3.511244,4250
151,5.594547,3575
152,2.991134,2675
153,3.401268,3225
154,4.959126,3400
155,2.575874,3875
156,3.112328,3100
157,5.593039,3550
158,3.384751,3450
159,1.764236,3400
160,2.714668,3875
161,2.938587,3500
162,8.164507,3000
163,4.942446,4350
164,3.876694,4375
165,2.787857,2750
166,2.436205,4075
167,5.940600,4325
168,1.905163,3000
169,6.837280,3300
170,2.581631,3475
171,3.085300,4000
172,3.353744,2900
173,2.736866,3950
174,2.223377,3700
175,3.133228,3650
176,2.173665,3675
177,4.131373,3800
178,5.882443,4075
179,4.395171,4925
180,3.055721,4300
181,5.063095,2925
182,4.414426,3725
183,3.104902,4825
184,4.195396,4900
185,4.539418,3025
186,4.436344,4075
187,3.873691,4375
188,7.023150,4275
189,1.883417,4075
190,4.017754,4725
191,4.521451,5175
192,3.880375,5000
193,11.071367,5050
194,3.822557,4175
195,3.733149,5525
196,5.655295,5650
197,6.372521,5275
